,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,158,0,1557668344179000000,1557668344179000000,1557668344179000000,1557668344179000000,1557668344179000000,1557668344179000000,0,0,0,1808655000000,1808655000000
1,0,1,1557670152834000000,1557670152834000000,1557670152834000000,1557670152834000000,1557670152834000000,1557670152834000000,0,0,0,0,0
2,329,330,1558025999938000000,1558025999938000000,1558025999938000000,1558025999938000000,1558025999938000000,1558025999938000000,0,0,0,-3396265000000,-3396265000000
3,51,329,1558025999889000000,1558025999889000000,1558025999889000000,1558025999889000000,1558025999889000000,1558025999889000000,0,0,0,-3396216000000,-3396216000000
4,133,334,1557766846843000000,1557766846843000000,1557766846843000000,1557766846843000000,1557766846843000000,1557766846843000000,0,0,0,-523479724000000,-523479724000000
5,153,335,1558024958787000000,1558024958787000000,1558024958787000000,1558024958787000000,1558024958787000000,1558024958787000000,0,0,0,-98107000000,-98107000000
6,206,340,1557679683587000000,1557679683587000000,1557679683587000000,1557679683587000000,1557679683587000000,1557679683587000000,0,0,0,-441962141000000,-441962141000000
7,264,342,1558109364326000000,1558109364326000000,1558109364326000000,1558109364326000000,1558109364326000000,1558109364326000000,0,0,0,-83255853000000,-83255853000000
8,0,345,1558095789768000000,1558095789768000000,1558095789768000000,1558095789768000000,1558095789768000000,1558095789768000000,0,0,0,-69681241000000,-69681241000000
9,0,346,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,0,0,0,-623415636000000,-623415636000000
10,0,347,1558127686811000000,1558127686811000000,1558127686811000000,1558127686811000000,1558127686811000000,1558127686811000000,0,0,0,-101578284000000,-101578284000000
11,0,348,1557866039020000000,1557866039020000000,1557866039020000000,1557866039020000000,1557866039020000000,1557866039020000000,0,0,0,-626041719000000,-626041719000000
12,0,349,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,0,0,0,-204960538000000,-204960538000000
13,351,352,1557239144428000000,1557239144428000000,1557239144428000000,1557239144428000000,1557239144428000000,1557239144428000000,0,0,0,-1423157000000,-1423157000000
14,0,351,1557239144427000000,1557239144427000000,1557239144427000000,1557239144427000000,1557239144427000000,1557239144427000000,0,0,0,-1423156000000,-1423156000000
15,0,354,1557534386425000000,1557534386425000000,1557534386425000000,1557534386425000000,1557534386425000000,1557534386425000000,0,0,0,-297632176000000,-297632176000000
16,0,355,1557245900856000000,1557245900856000000,1557245900856000000,1557245900856000000,1557245900856000000,1557245900856000000,0,0,0,-9414386000000,-9414386000000
