,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,14,25,1557275004735000000,1557275004735000000,1557275004735000000,1557275004735000000,1557275004735000000,1557275004735000000,0,0,0,166739683000000,166739683000000
1,15,46,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,0,0,0,39624319000000,39624319000000
2,15,68,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,0,0,0,39623452000000,39623452000000
3,15,51,1557335359193000000,1557335359193000000,1557335359193000000,1557335359193000000,1557335359193000000,1557335359193000000,0,0,0,106385225000000,106385225000000
4,14,53,1557340082437000000,1557340082437000000,1557340082437000000,1557340082437000000,1557340082437000000,1557340082437000000,0,0,0,101661981000000,101661981000000
5,15,4,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,0,0,0,39624396000000,39624396000000
6,15,63,1557394920198000000,1557394920198000000,1557394920198000000,1557394920198000000,1557394920198000000,1557394920198000000,0,0,0,46824220000000,46824220000000
7,15,50,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,0,0,0,32888270000000,32888270000000
8,78,28,1557403570211000000,1557403570211000000,1557403570211000000,1557403570211000000,1557403570211000000,1557403570211000000,0,0,0,38174207000000,38174207000000
9,15,9,1557403438627000000,1557403438627000000,1557403438627000000,1557403438627000000,1557403438627000000,1557403438627000000,0,0,0,38305791000000,38305791000000
10,15,40,1557347009357000000,1557347009357000000,1557347009357000000,1557347009357000000,1557347009357000000,1557347009357000000,0,0,0,94735061000000,94735061000000
11,15,38,1557306960042000000,1557306960042000000,1557306960042000000,1557306960042000000,1557306960042000000,1557306960042000000,0,0,0,134784376000000,134784376000000
12,81,72,1557399970170000000,1557399970170000000,1557399970170000000,1557399970170000000,1557399970170000000,1557399970170000000,0,0,0,41774248000000,41774248000000
13,15,48,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,0,0,0,38305656000000,38305656000000
14,15,61,1557263778128000000,1557263778128000000,1557263778128000000,1557263778128000000,1557263778128000000,1557263778128000000,0,0,0,177966290000000,177966290000000
15,15,65,1557380160018000000,1557380160018000000,1557380160018000000,1557380160018000000,1557380160018000000,1557380160018000000,0,0,0,61584400000000,61584400000000
16,15,69,1557250663666000000,1557250663666000000,1557250663666000000,1557250663666000000,1557250663666000000,1557250663666000000,0,0,0,191080752000000,191080752000000
17,15,31,1557405780082000000,1557405780082000000,1557405780082000000,1557405780082000000,1557405780082000000,1557405780082000000,0,0,0,35964336000000,35964336000000
18,15,12,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,0,0,0,46944409000000,46944409000000
19,15,56,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,0,0,0,38305656000000,38305656000000
20,15,16,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,0,0,0,35964429000000,35964429000000
21,15,36,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,1557405779989000000,0,0,0,35964429000000,35964429000000
22,15,59,1557408859563000000,1557408859563000000,1557408859563000000,1557408859563000000,1557408859563000000,1557408859563000000,0,0,0,32884855000000,32884855000000
