,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,214,273,1558108636551000000,1558108636551000000,1558108636551000000,1558108636551000000,1558108636551000000,1558108636551000000,0,0,0,-4463003000000,-4463003000000
1,68,274,1558111572664000000,1558111572664000000,1558111572664000000,1558111572664000000,1558111572664000000,1558111572664000000,0,0,0,-7399116000000,-7399116000000
2,214,272,1558104175015000000,1558104175015000000,1558104175015000000,1558104175015000000,1558104175015000000,1558104175015000000,0,0,0,-1467000000,-1467000000
3,214,271,1558111991808000000,1558111991808000000,1558111991808000000,1558111991808000000,1558111991808000000,1558111991808000000,0,0,0,-7818260000000,-7818260000000
4,214,262,1558105812771000000,1558105812771000000,1558105812771000000,1558105812771000000,1558105812771000000,1558105812771000000,0,0,0,-1639223000000,-1639223000000
5,68,270,1558107956610000000,1558107956610000000,1558107956610000000,1558107956610000000,1558107956610000000,1558107956610000000,0,0,0,-3783062000000,-3783062000000
6,68,269,1558105898524000000,1558105898524000000,1558105898524000000,1558105898524000000,1558105898524000000,1558105898524000000,0,0,0,-1724976000000,-1724976000000
7,68,210,1558108136467000000,1558108136467000000,1558108136467000000,1558108136467000000,1558108136467000000,1558108136467000000,0,0,0,-3962919000000,-3962919000000
8,68,280,1558107964333000000,1558107964333000000,1558107964333000000,1558107964333000000,1558107964333000000,1558107964333000000,0,0,0,-3790785000000,-3790785000000
9,68,279,1558105927404000000,1558105927404000000,1558105927404000000,1558105927404000000,1558105927404000000,1558105927404000000,0,0,0,-1753856000000,-1753856000000
10,214,275,1558105812844000000,1558105812844000000,1558105812844000000,1558105812844000000,1558105812844000000,1558105812844000000,0,0,0,-1639296000000,-1639296000000
11,68,276,1558104175226000000,1558104175226000000,1558104175226000000,1558104175226000000,1558104175226000000,1558104175226000000,0,0,0,-1678000000,-1678000000
12,68,212,1558105898442000000,1558105898442000000,1558105898442000000,1558105898442000000,1558105898442000000,1558105898442000000,0,0,0,-1724894000000,-1724894000000
13,68,211,1558107956412000000,1558107956412000000,1558107956412000000,1558107956412000000,1558107956412000000,1558107956412000000,0,0,0,-3782864000000,-3782864000000
14,68,216,1558104175180000000,1558104175180000000,1558104175180000000,1558104175180000000,1558104175180000000,1558104175180000000,0,0,0,-1632000000,-1632000000
15,68,224,1558106165035000000,1558106165035000000,1558106165035000000,1558106165035000000,1558106165035000000,1558106165035000000,0,0,0,-1991487000000,-1991487000000
16,68,223,1558108136474000000,1558108136474000000,1558108136474000000,1558108136474000000,1558108136474000000,1558108136474000000,0,0,0,-3962926000000,-3962926000000
17,68,222,1558108076015000000,1558108076015000000,1558108076015000000,1558108076015000000,1558108076015000000,1558108076015000000,0,0,0,-3902467000000,-3902467000000
18,68,217,1558105898495000000,1558105898495000000,1558105898495000000,1558105898495000000,1558105898495000000,1558105898495000000,0,0,0,-1724947000000,-1724947000000
19,68,227,1558106291051000000,1558106291051000000,1558106291051000000,1558106291051000000,1558106291051000000,1558106291051000000,0,0,0,-2117503000000,-2117503000000
20,68,226,1558105898278000000,1558105898278000000,1558105898278000000,1558105898278000000,1558105898278000000,1558105898278000000,0,0,0,-1724730000000,-1724730000000
21,68,225,1558106026070000000,1558106026070000000,1558106026070000000,1558106026070000000,1558106026070000000,1558106026070000000,0,0,0,-1852522000000,-1852522000000
22,250,338,1557940438580000000,1557940438580000000,1557940438580000000,1557940438580000000,1557940438580000000,1557940438580000000,0,0,0,163734968000000,163734968000000
23,68,215,1558106026066000000,1558106026066000000,1558106026066000000,1558106026066000000,1558106026066000000,1558106026066000000,0,0,0,-1852518000000,-1852518000000
24,152,301,1558104173665000000,1558104173665000000,1558104173665000000,1558104173665000000,1558104173665000000,1558104173665000000,0,0,0,-117000000,-117000000
