,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,191,741,1558042311541000000,1558042311541000000,1558042311541000000,1558042311541000000,1558042311541000000,1558042311541000000,0,0,0,-8891285000000,-8891285000000
1,276,740,1558044419588000000,1558044419588000000,1558044419588000000,1558044419588000000,1558044419588000000,1558044419588000000,0,0,0,-10999332000000,-10999332000000
2,181,800,1558044519207000000,1558044519207000000,1558044519207000000,1558044519207000000,1558044519207000000,1558044519207000000,0,0,0,-11098951000000,-11098951000000
3,191,802,1558042327355000000,1558042327355000000,1558042327355000000,1558042327355000000,1558042327355000000,1558042327355000000,0,0,0,-8907099000000,-8907099000000
4,276,801,1558042335374000000,1558042335374000000,1558042335374000000,1558042335374000000,1558042335374000000,1558042335374000000,0,0,0,-8915118000000,-8915118000000
5,191,799,1558042327568000000,1558042327568000000,1558042327568000000,1558042327568000000,1558042327568000000,1558042327568000000,0,0,0,-8907312000000,-8907312000000
6,276,798,1558042456605000000,1558042456605000000,1558042456605000000,1558042456605000000,1558042456605000000,1558042456605000000,0,0,0,-9036349000000,-9036349000000
7,111,805,1558120745200000000,1558120745200000000,1558120745200000000,1558120745200000000,1558120745200000000,1558120745200000000,0,0,0,-87324944000000,-87324944000000
8,181,804,1558044519449000000,1558044519449000000,1558044519449000000,1558044519449000000,1558044519449000000,1558044519449000000,0,0,0,-11099193000000,-11099193000000
9,111,803,1558119796845000000,1558119796845000000,1558119796845000000,1558119796845000000,1558119796845000000,1558119796845000000,0,0,0,-86376589000000,-86376589000000
10,191,818,1558042310317000000,1558042310317000000,1558042310317000000,1558042310317000000,1558042310317000000,1558042310317000000,0,0,0,-8890061000000,-8890061000000
11,191,815,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,0,0,0,-8890017000000,-8890017000000
12,276,814,1558044419582000000,1558044419582000000,1558044419582000000,1558044419582000000,1558044419582000000,1558044419582000000,0,0,0,-10999326000000,-10999326000000
13,111,811,1558123925673000000,1558123925673000000,1558123925673000000,1558123925673000000,1558123925673000000,1558123925673000000,0,0,0,-90505417000000,-90505417000000
14,181,810,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,0,0,0,-11097061000000,-11097061000000
15,111,809,1558121202451000000,1558121202451000000,1558121202451000000,1558121202451000000,1558121202451000000,1558121202451000000,0,0,0,-87782195000000,-87782195000000
16,181,808,1558044520532000000,1558044520532000000,1558044520532000000,1558044520532000000,1558044520532000000,1558044520532000000,0,0,0,-11100276000000,-11100276000000
17,111,807,1558119797552000000,1558119797552000000,1558119797552000000,1558119797552000000,1558119797552000000,1558119797552000000,0,0,0,-86377296000000,-86377296000000
18,181,806,1558045717161000000,1558045717161000000,1558045717161000000,1558045717161000000,1558045717161000000,1558045717161000000,0,0,0,-12296905000000,-12296905000000
19,191,817,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,0,0,0,-8890017000000,-8890017000000
20,276,816,1558042336933000000,1558042336933000000,1558042336933000000,1558042336933000000,1558042336933000000,1558042336933000000,0,0,0,-8916677000000,-8916677000000
21,111,829,1558119797522000000,1558119797522000000,1558119797522000000,1558119797522000000,1558119797522000000,1558119797522000000,0,0,0,-86377266000000,-86377266000000
22,181,828,1558044516983000000,1558044516983000000,1558044516983000000,1558044516983000000,1558044516983000000,1558044516983000000,0,0,0,-11096727000000,-11096727000000
23,181,824,1558044519644000000,1558044519644000000,1558044519644000000,1558044519644000000,1558044519644000000,1558044519644000000,0,0,0,-11099388000000,-11099388000000
24,111,823,1558119796925000000,1558119796925000000,1558119796925000000,1558119796925000000,1558119796925000000,1558119796925000000,0,0,0,-86376669000000,-86376669000000
25,191,826,1558042313035000000,1558042313035000000,1558042313035000000,1558042313035000000,1558042313035000000,1558042313035000000,0,0,0,-8892779000000,-8892779000000
26,276,825,1558042337268000000,1558042337268000000,1558042337268000000,1558042337268000000,1558042337268000000,1558042337268000000,0,0,0,-8917012000000,-8917012000000
27,181,820,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,1558044517317000000,0,0,0,-11097061000000,-11097061000000
28,191,822,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,1558042310273000000,0,0,0,-8890017000000,-8890017000000
29,276,821,1558043793182000000,1558043793182000000,1558043793182000000,1558043793182000000,1558043793182000000,1558043793182000000,0,0,0,-10372926000000,-10372926000000
30,276,819,1558044419615000000,1558044419615000000,1558044419615000000,1558044419615000000,1558044419615000000,1558044419615000000,0,0,0,-10999359000000,-10999359000000
31,111,827,1558123449353000000,1558123449353000000,1558123449353000000,1558123449353000000,1558123449353000000,1558123449353000000,0,0,0,-90029097000000,-90029097000000
32,191,841,1558042310910000000,1558042310910000000,1558042310910000000,1558042310910000000,1558042310910000000,1558042310910000000,0,0,0,-8890654000000,-8890654000000
33,276,840,1558043056871000000,1558043056871000000,1558043056871000000,1558043056871000000,1558043056871000000,1558043056871000000,0,0,0,-9636615000000,-9636615000000
34,181,837,1558045781819000000,1558045781819000000,1558045781819000000,1558045781819000000,1558045781819000000,1558045781819000000,0,0,0,-12361563000000,-12361563000000
35,276,838,1558044276377000000,1558044276377000000,1558044276377000000,1558044276377000000,1558044276377000000,1558044276377000000,0,0,0,-10856121000000,-10856121000000
36,276,836,1558044419610000000,1558044419610000000,1558044419610000000,1558044419610000000,1558044419610000000,1558044419610000000,0,0,0,-10999354000000,-10999354000000
37,276,835,1558044489973000000,1558044489973000000,1558044489973000000,1558044489973000000,1558044489973000000,1558044489973000000,0,0,0,-11069717000000,-11069717000000
38,276,834,1558042336218000000,1558042336218000000,1558042336218000000,1558042336218000000,1558042336218000000,1558042336218000000,0,0,0,-8915962000000,-8915962000000
39,111,833,1558122294278000000,1558122294278000000,1558122294278000000,1558122294278000000,1558122294278000000,1558122294278000000,0,0,0,-88874022000000,-88874022000000
40,181,832,1558044517091000000,1558044517091000000,1558044517091000000,1558044517091000000,1558044517091000000,1558044517091000000,0,0,0,-11096835000000,-11096835000000
41,111,831,1558122434854000000,1558122434854000000,1558122434854000000,1558122434854000000,1558122434854000000,1558122434854000000,0,0,0,-89014598000000,-89014598000000
42,181,830,1558044637952000000,1558044637952000000,1558044637952000000,1558044637952000000,1558044637952000000,1558044637952000000,0,0,0,-11217696000000,-11217696000000
43,181,844,1558045716873000000,1558045716873000000,1558045716873000000,1558045716873000000,1558045716873000000,1558045716873000000,0,0,0,-12296617000000,-12296617000000
44,181,843,1558044517373000000,1558044517373000000,1558044517373000000,1558044517373000000,1558044517373000000,1558044517373000000,0,0,0,-11097117000000,-11097117000000
45,181,842,1558044517957000000,1558044517957000000,1558044517957000000,1558044517957000000,1558044517957000000,1558044517957000000,0,0,0,-11097701000000,-11097701000000
