,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,ACCESS_AMOUNT,OPTYPE
0,32,809,1558018805344000000,1558018805344000000,1558018805344000000,1558018805344000000,1558018805344000000,1558018805344000000,5,0,4096,3
1,31,809,1558106513283000000,1558106513283000000,1558106513283000000,1558106513283000000,1558106513283000000,1558106513283000000,5,0,2696,3
2,10,809,1558106538368000000,1558106658293000000,1558106538368000000,1558106658293000000,1558106538368000000,1558106658293000000,5,0,4096,3
3,9,809,1557937322984000000,1557938330886000000,1557937322984000000,1557938330886000000,1557937322984000000,1557938330886000000,5,0,4096,3
4,8,809,1558018794239000000,1558018794239000000,1558018794239000000,1558018794239000000,1558018794239000000,1558018794239000000,5,0,2696,3
5,7,809,1558090425028000000,1558090425028000000,1558090425028000000,1558090425028000000,1558090425028000000,1558090425028000000,5,0,2696,3
6,6,809,1557857709874000000,1557857752134000000,1557857709874000000,1557857752134000000,1557857709874000000,1557857752134000000,5,0,4096,3
7,14,809,1557938325820000000,1557938325820000000,1557938325820000000,1557938325820000000,1557938325820000000,1557938325820000000,5,0,2696,3
8,13,809,1558106516127000000,1558106516127000000,1558106516127000000,1558106516127000000,1558106516127000000,1558106516127000000,5,0,2696,3
9,12,809,1557866699202000000,1557866699202000000,1557866699202000000,1557866699202000000,1557866699202000000,1557866699202000000,5,0,4096,3
10,11,809,1557964151820000000,1557964151820000000,1557964151820000000,1557964151820000000,1557964151820000000,1557964151820000000,5,0,4096,3
11,15,809,1557871001246000000,1557871001246000000,1557871001246000000,1557871001246000000,1557871001246000000,1557871001246000000,5,0,4096,3
12,17,809,1557857722200000000,1557857722200000000,1557857722200000000,1557857722200000000,1557857722200000000,1557857722200000000,5,0,2696,3
13,16,809,1557937322451000000,1557937322451000000,1557937322451000000,1557937322451000000,1557937322451000000,1557937322451000000,5,0,2353,3
14,20,809,1558099189236000000,1558099189236000000,1558099189236000000,1558099189236000000,1558099189236000000,1558099189236000000,5,0,4096,3
15,19,809,1558077929778000000,1558077929778000000,1558077929778000000,1558077929778000000,1558077929778000000,1558077929778000000,5,0,4096,3
16,18,809,1557870996103000000,1557870996103000000,1557870996103000000,1557870996103000000,1557870996103000000,1557870996103000000,5,0,2353,3
17,24,809,1558027996100000000,1558027996100000000,1558027996100000000,1558027996100000000,1558027996100000000,1558027996100000000,5,0,4096,3
18,23,809,1558044937816000000,1558044937816000000,1558044937816000000,1558044937816000000,1558044937816000000,1558044937816000000,5,0,4096,3
19,22,809,1558000849420000000,1558000849420000000,1558000849420000000,1558000849420000000,1558000849420000000,1558000849420000000,5,0,2696,3
20,21,809,1557857709362000000,1557857709362000000,1557857709362000000,1557857709362000000,1557857709362000000,1557857709362000000,5,0,2353,3
21,25,809,1558106654612000000,1558106654612000000,1558106654612000000,1558106654612000000,1558106654612000000,1558106654612000000,5,0,2696,3
22,28,809,1558027990693000000,1558027990693000000,1558027990693000000,1558027990693000000,1558027990693000000,1558027990693000000,5,0,2696,3
23,27,809,1557964119323000000,1557964119323000000,1557964119323000000,1557964119323000000,1557964119323000000,1557964119323000000,5,0,2696,3
24,26,809,1558099188204000000,1558099188204000000,1558099188204000000,1558099188204000000,1558099188204000000,1558099188204000000,5,0,2353,3
25,5,809,1557866664052000000,1557866664052000000,1557866664052000000,1557866664052000000,1557866664052000000,1557866664052000000,5,0,2696,3
26,3,809,1558090432524000000,1558090432524000000,1558090432524000000,1558090432524000000,1558090432524000000,1558090432524000000,5,0,4096,3
27,2,809,1558044929372000000,1558044929372000000,1558044929372000000,1558044929372000000,1558044929372000000,1558044929372000000,5,0,2696,3
28,1,809,1558000863727000000,1558000863727000000,1558000863727000000,1558000863727000000,1558000863727000000,1558000863727000000,5,0,4096,3
29,4,809,1557938327461000000,1557938327461000000,1557938327461000000,1557938327461000000,1557938327461000000,1557938327461000000,5,0,2696,3
