,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,608,953,1557708693617000000,1557708693617000000,1557708693617000000,1557708693617000000,1557708693617000000,1557708693617000000,0,0,0,-467268534000000,-467268534000000
1,608,216,1557620605941000000,1557620605941000000,1557620605941000000,1557620605941000000,1557620605941000000,1557620605941000000,0,0,0,-379180858000000,-379180858000000
2,608,214,1557506709741000000,1557506709741000000,1557506709741000000,1557506709741000000,1557506709741000000,1557506709741000000,0,0,0,-265284658000000,-265284658000000
3,608,208,1557793371945000000,1557793371945000000,1557793371945000000,1557793371945000000,1557793371945000000,1557793371945000000,0,0,0,-551946862000000,-551946862000000
4,608,950,1557498908471000000,1557498908471000000,1557498908471000000,1557498908471000000,1557498908471000000,1557498908471000000,0,0,0,-257483388000000,-257483388000000
5,608,205,1557662596878000000,1557662596878000000,1557662596878000000,1557662596878000000,1557662596878000000,1557662596878000000,0,0,0,-421171795000000,-421171795000000
6,608,949,1557609453883000000,1557609453883000000,1557609453883000000,1557609453883000000,1557609453883000000,1557609453883000000,0,0,0,-368028800000000,-368028800000000
7,608,172,1557506709291000000,1557506709291000000,1557506709291000000,1557506709291000000,1557506709291000000,1557506709291000000,0,0,0,-265284208000000,-265284208000000
8,608,948,1557708691102000000,1557708691102000000,1557708691102000000,1557708691102000000,1557708691102000000,1557708691102000000,0,0,0,-467266019000000,-467266019000000
9,608,200,1557662595855000000,1557662595855000000,1557662595855000000,1557662595855000000,1557662595855000000,1557662595855000000,0,0,0,-421170772000000,-421170772000000
10,608,197,1557708693708000000,1557708693708000000,1557708693708000000,1557708693708000000,1557708693708000000,1557708693708000000,0,0,0,-467268625000000,-467268625000000
11,608,947,1557670414414000000,1557670414414000000,1557670414414000000,1557670414414000000,1557670414414000000,1557670414414000000,0,0,0,-428989331000000,-428989331000000
12,608,198,1557793372736000000,1557793372736000000,1557793372736000000,1557793372736000000,1557793372736000000,1557793372736000000,0,0,0,-551947653000000,-551947653000000
13,608,195,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,0,0,0,-596378628000000,-596378628000000
14,606,932,1557242334936000000,1557242334936000000,1557242334936000000,1557242334936000000,1557242334936000000,1557242334936000000,0,0,0,-909853000000,-909853000000
15,608,196,1557699168917000000,1557699168917000000,1557699168917000000,1557699168917000000,1557699168917000000,1557699168917000000,0,0,0,-457743834000000,-457743834000000
16,608,201,1557794326574000000,1557794326574000000,1557794326574000000,1557794326574000000,1557794326574000000,1557794326574000000,0,0,0,-552901491000000,-552901491000000
17,608,935,1557675668392000000,1557675668392000000,1557675668392000000,1557675668392000000,1557675668392000000,1557675668392000000,0,0,0,-434243309000000,-434243309000000
18,608,881,1557793367825000000,1557793367825000000,1557793367825000000,1557793367825000000,1557793367825000000,1557793367825000000,0,0,0,-551942742000000,-551942742000000
19,43,378,1558127366298000000,1558127366298000000,1558127366298000000,1558127366298000000,1558127366298000000,1558127366298000000,0,0,0,-885941215000000,-885941215000000
20,608,934,1557793581212000000,1557793581212000000,1557793581212000000,1557793581212000000,1557793581212000000,1557793581212000000,0,0,0,-552156129000000,-552156129000000
21,608,194,1557425109801000000,1557425109801000000,1557425109801000000,1557425109801000000,1557425109801000000,1557425109801000000,0,0,0,-183684718000000,-183684718000000
22,608,193,1557844640803000000,1557844640803000000,1557844640803000000,1557844640803000000,1557844640803000000,1557844640803000000,0,0,0,-603215720000000,-603215720000000
23,608,933,1557793372805000000,1557793372805000000,1557793372805000000,1557793372805000000,1557793372805000000,1557793372805000000,0,0,0,-551947722000000,-551947722000000
24,608,192,1557506709382000000,1557506709382000000,1557506709382000000,1557506709382000000,1557506709382000000,1557506709382000000,0,0,0,-265284299000000,-265284299000000
25,608,191,1557608588719000000,1557608588719000000,1557608588719000000,1557608588719000000,1557608588719000000,1557608588719000000,0,0,0,-367163636000000,-367163636000000
26,608,952,1557506708864000000,1557506708864000000,1557506708864000000,1557506708864000000,1557506708864000000,1557506708864000000,0,0,0,-265283781000000,-265283781000000
27,608,951,1557764119013000000,1557764119013000000,1557764119013000000,1557764119013000000,1557764119013000000,1557764119013000000,0,0,0,-522693930000000,-522693930000000
28,608,974,1557506708934000000,1557506708934000000,1557506708934000000,1557506708934000000,1557506708934000000,1557506708934000000,0,0,0,-265283851000000,-265283851000000
29,594,239,1557247272833000000,1557247272833000000,1557247272833000000,1557247272833000000,1557247272833000000,1557247272833000000,0,0,0,-5847750000000,-5847750000000
30,608,973,1557708692819000000,1557708692819000000,1557708692819000000,1557708692819000000,1557708692819000000,1557708692819000000,0,0,0,-467267736000000,-467267736000000
31,608,236,1557844641620000000,1557844641620000000,1557844641620000000,1557844641620000000,1557844641620000000,1557844641620000000,0,0,0,-603216537000000,-603216537000000
32,608,166,1557506708984000000,1557506708984000000,1557506708984000000,1557506708984000000,1557506708984000000,1557506708984000000,0,0,0,-265283901000000,-265283901000000
33,608,233,1557675668850000000,1557675668850000000,1557675668850000000,1557675668850000000,1557675668850000000,1557675668850000000,0,0,0,-434243767000000,-434243767000000
34,608,971,1557844638162000000,1557844638162000000,1557844638162000000,1557844638162000000,1557844638162000000,1557844638162000000,0,0,0,-603213079000000,-603213079000000
35,608,970,1557793371629000000,1557793371629000000,1557793371629000000,1557793371629000000,1557793371629000000,1557793371629000000,0,0,0,-551946546000000,-551946546000000
36,608,230,1557708692258000000,1557708692258000000,1557708692258000000,1557708692258000000,1557708692258000000,1557708692258000000,0,0,0,-467267175000000,-467267175000000
37,608,969,1557417015406000000,1557417015406000000,1557417015406000000,1557417015406000000,1557417015406000000,1557417015406000000,0,0,0,-175590323000000,-175590323000000
38,608,228,1557417015246000000,1557417015246000000,1557417015246000000,1557417015246000000,1557417015246000000,1557417015246000000,0,0,0,-175590163000000,-175590163000000
39,608,895,1557608588381000000,1557608588381000000,1557608588381000000,1557608588381000000,1557608588381000000,1557608588381000000,0,0,0,-367163298000000,-367163298000000
40,608,225,1557417105607000000,1557417105607000000,1557417105607000000,1557417105607000000,1557417105607000000,1557417105607000000,0,0,0,-175680524000000,-175680524000000
41,608,894,1557608588687000000,1557608588687000000,1557608588687000000,1557608588687000000,1557608588687000000,1557608588687000000,0,0,0,-367163604000000,-367163604000000
42,608,224,1557522241109000000,1557522241109000000,1557522241109000000,1557522241109000000,1557522241109000000,1557522241109000000,0,0,0,-280816026000000,-280816026000000
43,608,966,1557708691043000000,1557708691043000000,1557708691043000000,1557708691043000000,1557708691043000000,1557708691043000000,0,0,0,-467265960000000,-467265960000000
44,608,222,1557417105650000000,1557417105650000000,1557417105650000000,1557417105650000000,1557417105650000000,1557417105650000000,0,0,0,-175680567000000,-175680567000000
45,608,955,1557793371663000000,1557793371663000000,1557793371663000000,1557793371663000000,1557793371663000000,1557793371663000000,0,0,0,-551946580000000,-551946580000000
46,608,220,1557506709050000000,1557506709050000000,1557506709050000000,1557506709050000000,1557506709050000000,1557506709050000000,0,0,0,-265283967000000,-265283967000000
47,608,954,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,1557446385635000000,0,0,0,-204960552000000,-204960552000000
48,608,218,1557675668186000000,1557675668186000000,1557675668186000000,1557675668186000000,1557675668186000000,1557675668186000000,0,0,0,-434243103000000,-434243103000000
49,608,972,1557793371519000000,1557793371519000000,1557793371519000000,1557793371519000000,1557793371519000000,1557793371519000000,0,0,0,-551946436000000,-551946436000000
50,608,262,1557416980630000000,1557416980630000000,1557416980630000000,1557416980630000000,1557416980630000000,1557416980630000000,0,0,0,-175555547000000,-175555547000000
51,608,275,1557793278862000000,1557793278862000000,1557793278862000000,1557793278862000000,1557793278862000000,1557793278862000000,0,0,0,-551853779000000,-551853779000000
52,608,255,1557662595453000000,1557662595453000000,1557662595453000000,1557662595453000000,1557662595453000000,1557662595453000000,0,0,0,-421170370000000,-421170370000000
53,608,272,1557675668282000000,1557675668282000000,1557675668282000000,1557675668282000000,1557675668282000000,1557675668282000000,0,0,0,-434243199000000,-434243199000000
54,608,254,1557844641365000000,1557844641365000000,1557844641365000000,1557844641365000000,1557844641365000000,1557844641365000000,0,0,0,-603216282000000,-603216282000000
55,608,269,1557498907609000000,1557498907609000000,1557498907609000000,1557498907609000000,1557498907609000000,1557498907609000000,0,0,0,-257482526000000,-257482526000000
56,597,266,1557242335631000000,1557242335631000000,1557242335631000000,1557242335631000000,1557242335631000000,1557242335631000000,0,0,0,-910548000000,-910548000000
57,608,263,1557662596779000000,1557662596779000000,1557662596779000000,1557662596779000000,1557662596779000000,1557662596779000000,0,0,0,-421171696000000,-421171696000000
58,608,252,1557708693348000000,1557708693348000000,1557708693348000000,1557708693348000000,1557708693348000000,1557708693348000000,0,0,0,-467268265000000,-467268265000000
59,72,250,1557531951569000000,1557531951569000000,1557531951569000000,1557531951569000000,1557531951569000000,1557531951569000000,0,0,0,-290526486000000,-290526486000000
60,608,247,1557793371291000000,1557793371291000000,1557793371291000000,1557793371291000000,1557793371291000000,1557793371291000000,0,0,0,-551946208000000,-551946208000000
61,608,260,1557498908096000000,1557498908096000000,1557498908096000000,1557498908096000000,1557498908096000000,1557498908096000000,0,0,0,-257483013000000,-257483013000000
62,608,244,1557708694015000000,1557708694015000000,1557708694015000000,1557708694015000000,1557708694015000000,1557708694015000000,0,0,0,-467268932000000,-467268932000000
63,608,258,1557608589559000000,1557608589559000000,1557608589559000000,1557608589559000000,1557608589559000000,1557608589559000000,0,0,0,-367164476000000,-367164476000000
64,608,238,1557675668309000000,1557675668309000000,1557675668309000000,1557675668309000000,1557675668309000000,1557675668309000000,0,0,0,-434243226000000,-434243226000000
65,608,251,1557662596418000000,1557662596418000000,1557662596418000000,1557662596418000000,1557662596418000000,1557662596418000000,0,0,0,-421171335000000,-421171335000000
66,608,235,1557506708814000000,1557506708814000000,1557506708814000000,1557506708814000000,1557506708814000000,1557506708814000000,0,0,0,-265283731000000,-265283731000000
67,597,248,1557242342699000000,1557242342699000000,1557242342699000000,1557242342699000000,1557242342699000000,1557242342699000000,0,0,0,-917616000000,-917616000000
68,608,232,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,0,0,0,-531687198000000,-531687198000000
69,608,212,1557708692135000000,1557708692135000000,1557708692135000000,1557708692135000000,1557708692135000000,1557708692135000000,0,0,0,-467267052000000,-467267052000000
70,608,975,1557662595809000000,1557662595809000000,1557662595809000000,1557662595809000000,1557662595809000000,1557662595809000000,0,0,0,-421170726000000,-421170726000000
71,608,210,1557662596227000000,1557662596227000000,1557662596227000000,1557662596227000000,1557662596227000000,1557662596227000000,0,0,0,-421171144000000,-421171144000000
72,608,288,1557844638463000000,1557844638463000000,1557844638463000000,1557844638463000000,1557844638463000000,1557844638463000000,0,0,0,-603213380000000,-603213380000000
73,597,202,1557242335674000000,1557242335674000000,1557242335674000000,1557242335674000000,1557242335674000000,1557242335674000000,0,0,0,-910591000000,-910591000000
74,608,285,1557417105583000000,1557417105583000000,1557417105583000000,1557417105583000000,1557417105583000000,1557417105583000000,0,0,0,-175680500000000,-175680500000000
75,608,297,1557793374135000000,1557793374135000000,1557793374135000000,1557793374135000000,1557793374135000000,1557793374135000000,0,0,0,-551949052000000,-551949052000000
76,72,284,1557439078219000000,1557439078219000000,1557439078219000000,1557439078219000000,1557439078219000000,1557439078219000000,0,0,0,-197653136000000,-197653136000000
77,608,295,1557793373474000000,1557793373474000000,1557793373474000000,1557793373474000000,1557793373474000000,1557793373474000000,0,0,0,-551948391000000,-551948391000000
78,608,282,1557417105965000000,1557417105965000000,1557417105965000000,1557417105965000000,1557417105965000000,1557417105965000000,0,0,0,-175680882000000,-175680882000000
79,608,293,1557609340071000000,1557609340071000000,1557609340071000000,1557609340071000000,1557609340071000000,1557609340071000000,0,0,0,-367914988000000,-367914988000000
80,597,291,1557242336623000000,1557242336623000000,1557242336623000000,1557242336623000000,1557242336623000000,1557242336623000000,0,0,0,-911540000000,-911540000000
81,608,289,1557793374237000000,1557793374237000000,1557793374237000000,1557793374237000000,1557793374237000000,1557793374237000000,0,0,0,-551949154000000,-551949154000000
82,72,280,1557529665160000000,1557529665160000000,1557529665160000000,1557529665160000000,1557529665160000000,1557529665160000000,0,0,0,-288240077000000,-288240077000000
83,608,968,1557438479635000000,1557438479635000000,1557438479635000000,1557438479635000000,1557438479635000000,1557438479635000000,0,0,0,-197054552000000,-197054552000000
84,608,967,1557788181179000000,1557788181179000000,1557788181179000000,1557788181179000000,1557788181179000000,1557788181179000000,0,0,0,-546756096000000,-546756096000000
85,608,287,1557438480301000000,1557438480301000000,1557438480301000000,1557438480301000000,1557438480301000000,1557438480301000000,0,0,0,-197055218000000,-197055218000000
86,608,274,1557844641850000000,1557844641850000000,1557844641850000000,1557844641850000000,1557844641850000000,1557844641850000000,0,0,0,-603216767000000,-603216767000000
87,608,286,1557844637928000000,1557844637928000000,1557844637928000000,1557844637928000000,1557844637928000000,1557844637928000000,0,0,0,-603212845000000,-603212845000000
88,608,271,1557675667868000000,1557675667868000000,1557675667868000000,1557675667868000000,1557675667868000000,1557675667868000000,0,0,0,-434242785000000,-434242785000000
89,608,283,1557417106132000000,1557417106132000000,1557417106132000000,1557417106132000000,1557417106132000000,1557417106132000000,0,0,0,-175681049000000,-175681049000000
90,608,268,1557327082741000000,1557327082741000000,1557327082741000000,1557327082741000000,1557327082741000000,1557327082741000000,0,0,0,-85657658000000,-85657658000000
91,597,281,1557242335708000000,1557242335708000000,1557242335708000000,1557242335708000000,1557242335708000000,1557242335708000000,0,0,0,-910625000000,-910625000000
92,608,265,1557691397206000000,1557691397206000000,1557691397206000000,1557691397206000000,1557691397206000000,1557691397206000000,0,0,0,-449972123000000,-449972123000000
93,608,278,1557844641985000000,1557844641985000000,1557844641985000000,1557844641985000000,1557844641985000000,1557844641985000000,0,0,0,-603216902000000,-603216902000000
94,521,7,1557598254356000000,1557598254356000000,1557598254356000000,1557598254356000000,1557598254356000000,1557598254356000000,0,0,0,-356829273000000,-356829273000000
95,72,310,1557489659406000000,1557489659406000000,1557489659406000000,1557489659406000000,1557489659406000000,1557489659406000000,0,0,0,-248234323000000,-248234323000000
96,521,0,1557850011120000000,1557850011120000000,1557850011120000000,1557850011120000000,1557850011120000000,1557850011120000000,0,0,0,-608586037000000,-608586037000000
97,608,308,1557621899327000000,1557621899327000000,1557621899327000000,1557621899327000000,1557621899327000000,1557621899327000000,0,0,0,-380474244000000,-380474244000000
98,72,305,1557826831176000000,1557826831176000000,1557826831176000000,1557826831176000000,1557826831176000000,1557826831176000000,0,0,0,-585406093000000,-585406093000000
99,608,304,1557662595005000000,1557662595005000000,1557662595005000000,1557662595005000000,1557662595005000000,1557662595005000000,0,0,0,-421169922000000,-421169922000000
100,72,241,1557359097786000000,1557359097786000000,1557359097786000000,1557359097786000000,1557359097786000000,1557359097786000000,0,0,0,-117672703000000,-117672703000000
101,608,300,1557708693283000000,1557708693283000000,1557708693283000000,1557708693283000000,1557708693283000000,1557708693283000000,0,0,0,-467268200000000,-467268200000000
102,608,298,1557442912158000000,1557442912158000000,1557442912158000000,1557442912158000000,1557442912158000000,1557442912158000000,0,0,0,-201487075000000,-201487075000000
103,72,296,1557324710742000000,1557324710742000000,1557324710742000000,1557324710742000000,1557324710742000000,1557324710742000000,0,0,0,-83285659000000,-83285659000000
104,608,303,1557675669180000000,1557675669180000000,1557675669180000000,1557675669180000000,1557675669180000000,1557675669180000000,0,0,0,-434244097000000,-434244097000000
105,608,294,1557438235749000000,1557438235749000000,1557438235749000000,1557438235749000000,1557438235749000000,1557438235749000000,0,0,0,-196810666000000,-196810666000000
106,608,301,1557416980520000000,1557416980520000000,1557416980520000000,1557416980520000000,1557416980520000000,1557416980520000000,0,0,0,-175555437000000,-175555437000000
107,72,292,1557812426632000000,1557812426632000000,1557812426632000000,1557812426632000000,1557812426632000000,1557812426632000000,0,0,0,-571001549000000,-571001549000000
108,608,299,1557438479850000000,1557438479850000000,1557438479850000000,1557438479850000000,1557438479850000000,1557438479850000000,0,0,0,-197054767000000,-197054767000000
109,72,290,1557771029520000000,1557771029520000000,1557771029520000000,1557771029520000000,1557771029520000000,1557771029520000000,0,0,0,-529604437000000,-529604437000000
110,608,204,1557793537717000000,1557793537717000000,1557793537717000000,1557793537717000000,1557793537717000000,1557793537717000000,0,0,0,-552112634000000,-552112634000000
111,608,10,1557675434396000000,1557675434396000000,1557675434396000000,1557675434396000000,1557675434396000000,1557675434396000000,0,0,0,-434009313000000,-434009313000000
112,608,334,1557793367798000000,1557793367798000000,1557793367798000000,1557793367798000000,1557793367798000000,1557793367798000000,0,0,0,-551942715000000,-551942715000000
113,608,8,1557327760448000000,1557327760448000000,1557327760448000000,1557327760448000000,1557327760448000000,1557327760448000000,0,0,0,-86335365000000,-86335365000000
114,72,332,1557856231709000000,1557856231709000000,1557856231709000000,1557856231709000000,1557856231709000000,1557856231709000000,0,0,0,-614806626000000,-614806626000000
