,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,17,4,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,0,0,0,1824723000000,1824723000000
1,17,16,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,0,0,0,1824722000000,1824722000000
2,17,11,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,0,0,0,2720373000000,2720373000000
3,21,19,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,0,0,0,2712753000000,2712753000000
4,0,1,1557240434199000000,1557240434199000000,1557240434199000000,1557240434199000000,1557240434199000000,1557240434199000000,0,0,0,0,0
5,8,20,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,0,0,0,2711440000000,2711440000000
6,18,23,1558026678765000000,1558026678765000000,1558026678765000000,1558026678765000000,1558026678765000000,1558026678765000000,0,0,0,-3945000000,-3945000000
7,18,26,1557416980345000000,1557416980345000000,1557416980345000000,1557416980345000000,1557416980345000000,1557416980345000000,0,0,0,-175555262000000,-175555262000000
8,2,31,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,1557837803711000000,0,0,0,-596378614000000,-596378614000000
9,5,33,1557422753827000000,1557422753827000000,1557422753827000000,1557422753827000000,1557422753827000000,1557422753827000000,0,0,0,-5625545000000,-5625545000000
10,5,35,1557777740687000000,1557777740687000000,1557777740687000000,1557777740687000000,1557777740687000000,1557777740687000000,0,0,0,-534373568000000,-534373568000000
11,7,39,1557326313654000000,1557326313654000000,1557326313654000000,1557326313654000000,1557326313654000000,1557326313654000000,0,0,0,-84888557000000,-84888557000000
12,7,44,1557784948580000000,1557784948580000000,1557784948580000000,1557784948580000000,1557784948580000000,1557784948580000000,0,0,0,-544951279000000,-544951279000000
13,10,47,1557441600709000000,1557441600709000000,1557441600709000000,1557441600709000000,1557441600709000000,1557441600709000000,0,0,0,-200175584000000,-200175584000000
14,4,52,1558029632567000000,1558029632567000000,1558029632567000000,1558029632567000000,1558029632567000000,1558029632567000000,0,0,0,-4630965000000,-4630965000000
15,16,58,1557240923603000000,1557240923603000000,1557240923603000000,1557240923603000000,1557240923603000000,1557240923603000000,0,0,0,-4169377000000,-4169377000000
16,16,60,1557244477476000000,1557244477476000000,1557244477476000000,1557244477476000000,1557244477476000000,1557244477476000000,0,0,0,-7732514000000,-7732514000000
17,16,62,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,0,0,0,268991111000000,268991111000000
18,19,67,1557416980656000000,1557416980656000000,1557416980656000000,1557416980656000000,1557416980656000000,1557416980656000000,0,0,0,-175555573000000,-175555573000000
19,20,69,1557327300903000000,1557327300903000000,1557327300903000000,1557327300903000000,1557327300903000000,1557327300903000000,0,0,0,-85875778000000,-85875778000000
