,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,22,25,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,0,0,0,3733502000000,3733502000000
1,23,9,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,0,0,0,2765901000000,2765901000000
2,26,5,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,0,0,0,1878252000000,1878252000000
3,0,1,1557240487728000000,1557240487728000000,1557240487728000000,1557240487728000000,1557240487728000000,1557240487728000000,0,0,0,0,0
4,1,2,1557240487729000000,1557240487729000000,1557240487729000000,1557240487729000000,1557240487729000000,1557240487729000000,0,0,0,-1000000,-1000000
5,9,21,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,0,0,0,2764969000000,2764969000000
6,24,20,1557237723208000000,1557237723208000000,1557237723208000000,1557237723208000000,1557237723208000000,1557237723208000000,0,0,0,2764520000000,2764520000000
7,26,17,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,1557238609477000000,0,0,0,1878251000000,1878251000000
8,25,0,1557236754249000000,1557236754249000000,1557236754249000000,1557236754249000000,1557236754249000000,1557236754249000000,0,0,0,3733479000000,3733479000000
9,26,12,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,0,0,0,2773902000000,2773902000000
