,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,15,65,1558021407794000000,1558021407794000000,1558021407794000000,1558021407794000000,1558021407794000000,1558021407794000000,0,0,0,-80969249000000,-80969249000000
1,46,66,1558024708988000000,1558024708988000000,1558024708988000000,1558024708988000000,1558024708988000000,1558024708988000000,0,0,0,-84270443000000,-84270443000000
2,9,68,1557951344002000000,1557951344002000000,1557951344002000000,1557951344002000000,1557951344002000000,1557951344002000000,0,0,0,-10905457000000,-10905457000000
3,63,43,1557951238581000000,1557951238581000000,1557951238581000000,1557951238581000000,1557951238581000000,1557951238581000000,0,0,0,-10800036000000,-10800036000000
4,16,18,1557845706060000000,1557845706060000000,1557845706060000000,1557845706060000000,1557845706060000000,1557845706060000000,0,0,0,94732485000000,94732485000000
5,13,16,1557845705936000000,1557845705936000000,1557845705936000000,1557845705936000000,1557845705936000000,1557845705936000000,0,0,0,94732609000000,94732609000000
6,59,47,1557960295703000000,1557960295703000000,1557960295703000000,1557960295703000000,1557960295703000000,1557960295703000000,0,0,0,-19857158000000,-19857158000000
7,59,46,1558024707442000000,1558024707442000000,1558024707442000000,1558024707442000000,1558024707442000000,1558024707442000000,0,0,0,-84268897000000,-84268897000000
8,59,45,1558020306249000000,1558020306249000000,1558020306249000000,1558020306249000000,1558020306249000000,1558020306249000000,0,0,0,-79867704000000,-79867704000000
9,59,64,1558051374670000000,1558051374670000000,1558051374670000000,1558051374670000000,1558051374670000000,1558051374670000000,0,0,0,-110936125000000,-110936125000000
10,59,48,1558031894847000000,1558031894847000000,1558031894847000000,1558031894847000000,1558031894847000000,1558031894847000000,0,0,0,-91456302000000,-91456302000000
11,55,50,1558102041738000000,1558102041738000000,1558102041738000000,1558102041738000000,1558102041738000000,1558102041738000000,0,0,0,-161603193000000,-161603193000000
12,59,53,1558112425689000000,1558112425689000000,1558112425689000000,1558112425689000000,1558112425689000000,1558112425689000000,0,0,0,-171987144000000,-171987144000000
13,59,52,1558102014630000000,1558102014630000000,1558102014630000000,1558102014630000000,1558102014630000000,1558102014630000000,0,0,0,-161576085000000,-161576085000000
14,59,51,1558023295282000000,1558023295282000000,1558023295282000000,1558023295282000000,1558023295282000000,1558023295282000000,0,0,0,-82856737000000,-82856737000000
15,59,49,1558045367724000000,1558045367724000000,1558045367724000000,1558045367724000000,1558045367724000000,1558045367724000000,0,0,0,-104929179000000,-104929179000000
16,59,54,1558016965804000000,1558016965804000000,1558016965804000000,1558016965804000000,1558016965804000000,1558016965804000000,0,0,0,-76527259000000,-76527259000000
17,59,1,1557960734275000000,1557960734275000000,1557960734275000000,1557960734275000000,1557960734275000000,1557960734275000000,0,0,0,-20295730000000,-20295730000000
18,59,0,1558111894388000000,1558111894388000000,1558111894388000000,1558111894388000000,1558111894388000000,1558111894388000000,0,0,0,-171455843000000,-171455843000000
19,59,56,1558101914486000000,1558101914486000000,1558101914486000000,1558101914486000000,1558101914486000000,1558101914486000000,0,0,0,-161475941000000,-161475941000000
20,59,55,1558102040696000000,1558102040696000000,1558102040696000000,1558102040696000000,1558102040696000000,1558102040696000000,0,0,0,-161602151000000,-161602151000000
21,59,2,1557960630691000000,1557960630691000000,1557960630691000000,1557960630691000000,1557960630691000000,1557960630691000000,0,0,0,-20192146000000,-20192146000000
22,24,57,1558104174496000000,1558104174496000000,1558104174496000000,1558104174496000000,1558104174496000000,1558104174496000000,0,0,0,-163735951000000,-163735951000000
23,59,8,1558032688737000000,1558032688737000000,1558032688737000000,1558032688737000000,1558032688737000000,1558032688737000000,0,0,0,-92250192000000,-92250192000000
24,49,6,1558045368724000000,1558045368724000000,1558045368724000000,1558045368724000000,1558045368724000000,1558045368724000000,0,0,0,-104930179000000,-104930179000000
25,59,4,1558018635636000000,1558018635636000000,1558018635636000000,1558018635636000000,1558018635636000000,1558018635636000000,0,0,0,-78197091000000,-78197091000000
26,59,3,1558105812362000000,1558105812362000000,1558105812362000000,1558105812362000000,1558105812362000000,1558105812362000000,0,0,0,-165373817000000,-165373817000000
27,59,7,1557946068800000000,1557946068800000000,1557946068800000000,1557946068800000000,1557946068800000000,1557946068800000000,0,0,0,-5630255000000,-5630255000000
28,59,5,1557960629950000000,1557960629950000000,1557960629950000000,1557960629950000000,1557960629950000000,1557960629950000000,0,0,0,-20191405000000,-20191405000000
29,34,60,1558045397925000000,1558045397925000000,1558045397925000000,1558045397925000000,1558045397925000000,1558045397925000000,0,0,0,-104959380000000,-104959380000000
30,11,26,1558039272928000000,1558039272928000000,1558039272928000000,1558039272928000000,1558039272928000000,1558039272928000000,0,0,0,-98834383000000,-98834383000000
31,56,69,1558101915661000000,1558101915661000000,1558101915661000000,1558101915661000000,1558101915661000000,1558101915661000000,0,0,0,-161477116000000,-161477116000000
32,8,67,1558032689967000000,1558032689967000000,1558032689967000000,1558032689967000000,1558032689967000000,1558032689967000000,0,0,0,-92251422000000,-92251422000000
33,21,58,1557940406423000000,1557940406423000000,1557940406423000000,1557940406423000000,1557940406423000000,1557940406423000000,0,0,0,32122000000,32122000000
34,25,12,1557845503061000000,1557845503061000000,1557845503061000000,1557845503061000000,1557845503061000000,1557845503061000000,0,0,0,94935484000000,94935484000000
35,12,13,1557845503062000000,1557845503062000000,1557845503062000000,1557845503062000000,1557845503062000000,1557845503062000000,0,0,0,94935483000000,94935483000000
36,18,21,1557940406312000000,1557940406312000000,1557940406312000000,1557940406312000000,1557940406312000000,1557940406312000000,0,0,0,32233000000,32233000000
37,7,39,1557946070220000000,1557946070220000000,1557946070220000000,1557946070220000000,1557946070220000000,1557946070220000000,0,0,0,-5631675000000,-5631675000000
38,59,15,1558021406669000000,1558021406669000000,1558021406669000000,1558021406669000000,1558021406669000000,1558021406669000000,0,0,0,-80968124000000,-80968124000000
39,59,14,1558039155834000000,1558039155834000000,1558039155834000000,1558039155834000000,1558039155834000000,1558039155834000000,0,0,0,-98717289000000,-98717289000000
40,59,11,1558039272023000000,1558039272023000000,1558039272023000000,1558039272023000000,1558039272023000000,1558039272023000000,0,0,0,-98833478000000,-98833478000000
41,59,10,1558110525387000000,1558110525387000000,1558110525387000000,1558110525387000000,1558110525387000000,1558110525387000000,0,0,0,-170086842000000,-170086842000000
42,59,9,1557951342848000000,1557951342848000000,1557951342848000000,1557951342848000000,1557951342848000000,1557951342848000000,0,0,0,-10904303000000,-10904303000000
