,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,210,4,0,0,0,0,0,0,3,0,0,0,0
1,211,8,0,0,0,0,0,0,3,0,0,0,0
2,212,14,0,0,0,0,0,0,3,0,0,0,0
3,213,15,0,0,0,0,0,0,3,0,0,0,0
4,217,42,0,0,0,0,0,0,3,0,0,0,0
5,218,42,0,0,0,0,0,0,3,0,0,0,0
6,219,42,0,0,0,0,0,0,3,0,0,0,0
7,220,42,0,0,0,0,0,0,3,0,0,0,0
8,221,42,0,0,0,0,0,0,3,0,0,0,0
9,222,65,0,0,0,0,0,0,3,0,0,0,0
10,223,86,0,0,0,0,0,0,3,0,0,0,0
11,224,115,0,0,0,0,0,0,3,0,0,0,0
12,226,133,0,0,0,0,0,0,3,0,0,0,0
13,227,136,0,0,0,0,0,0,3,0,0,0,0
14,228,157,0,0,0,0,0,0,3,0,0,0,0
15,231,178,0,0,0,0,0,0,3,0,0,0,0
16,232,191,0,0,0,0,0,0,3,0,0,0,0
17,233,193,0,0,0,0,0,0,3,0,0,0,0
18,235,199,0,0,0,0,0,0,3,0,0,0,0
19,236,39,0,0,0,0,0,0,3,0,0,0,0
20,239,39,0,0,0,0,0,0,3,0,0,0,0
21,240,39,0,0,0,0,0,0,3,0,0,0,0
22,243,0,0,0,0,0,0,0,3,0,0,0,0
23,244,0,0,0,0,0,0,0,3,0,0,0,0
24,245,0,0,0,0,0,0,0,3,0,0,0,0
