,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,257,248,1557698714504000000,1557698714504000000,1557698714504000000,1557698714504000000,1557698714504000000,1557698714504000000,0,0,0,-370256433000000,-370256433000000
1,257,247,1557529505079000000,1557529505079000000,1557529505079000000,1557529505079000000,1557529505079000000,1557529505079000000,0,0,0,-201047008000000,-201047008000000
2,257,253,1557598325569000000,1557598325569000000,1557598325569000000,1557598325569000000,1557598325569000000,1557598325569000000,0,0,0,-269867498000000,-269867498000000
3,257,252,1557344542987000000,1557344542987000000,1557344542987000000,1557344542987000000,1557344542987000000,1557344542987000000,0,0,0,-16084916000000,-16084916000000
4,257,251,1557840609162000000,1557840609162000000,1557840609162000000,1557840609162000000,1557840609162000000,1557840609162000000,0,0,0,-512151091000000,-512151091000000
5,257,249,1557338929909000000,1557338929909000000,1557338929909000000,1557338929909000000,1557338929909000000,1557338929909000000,0,0,0,-10471838000000,-10471838000000
6,257,4,1557429151858000000,1557429151858000000,1557429151858000000,1557429151858000000,1557429151858000000,1557429151858000000,0,0,0,-100693787000000,-100693787000000
7,257,255,1557755593309000000,1557755593309000000,1557755593309000000,1557755593309000000,1557755593309000000,1557755593309000000,0,0,0,-427135238000000,-427135238000000
8,257,254,1557443611564000000,1557443611564000000,1557443611564000000,1557443611564000000,1557443611564000000,1557443611564000000,0,0,0,-115153493000000,-115153493000000
9,257,6,1557337988903000000,1557337988903000000,1557337988903000000,1557337988903000000,1557337988903000000,1557337988903000000,0,0,0,-9530832000000,-9530832000000
10,257,5,1557580661588000000,1557580661588000000,1557580661588000000,1557580661588000000,1557580661588000000,1557580661588000000,0,0,0,-252203517000000,-252203517000000
11,128,263,1557423723290000000,1557423723290000000,1557423723290000000,1557423723290000000,1557423723290000000,1557423723290000000,0,0,0,-95265219000000,-95265219000000
12,257,264,1557760557657000000,1557760557657000000,1557760557657000000,1557760557657000000,1557760557657000000,1557760557657000000,0,0,0,-432099586000000,-432099586000000
13,257,167,1557508889409000000,1557508889409000000,1557508889409000000,1557508889409000000,1557508889409000000,1557508889409000000,0,0,0,-180431338000000,-180431338000000
14,257,268,1557596441699000000,1557596441699000000,1557596441699000000,1557596441699000000,1557596441699000000,1557596441699000000,0,0,0,-267983628000000,-267983628000000
15,257,267,1557512182015000000,1557512182015000000,1557512182015000000,1557512182015000000,1557512182015000000,1557512182015000000,0,0,0,-183723944000000,-183723944000000
