,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,20,13,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,1557237713826000000,0,0,0,1610649000000,1610649000000
1,24,15,1557237721271000000,1557237721271000000,1557237721271000000,1557237721271000000,1557237721271000000,1557237721271000000,0,0,0,1603204000000,1603204000000
2,23,19,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,1557237721446000000,0,0,0,1603029000000,1603029000000
3,23,8,1557237721517000000,1557237721517000000,1557237721517000000,1557237721517000000,1557237721517000000,1557237721517000000,0,0,0,1602958000000,1602958000000
4,20,1,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,1557238609476000000,0,0,0,714999000000,714999000000
5,9,21,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,1557237722759000000,0,0,0,1601716000000,1601716000000
6,8,9,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,1557237721827000000,0,0,0,1602648000000,1602648000000
7,15,23,1557237721276000000,1557237721276000000,1557237721276000000,1557237721276000000,1557237721276000000,1557237721276000000,0,0,0,1603199000000,1603199000000
8,10,24,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,1557236754226000000,0,0,0,2570249000000,2570249000000
9,5,6,1557239324475000000,1557239324475000000,1557239324475000000,1557239324475000000,1557239324475000000,1557239324475000000,0,0,0,0,0
