,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,78,79,1557536096835000000,1557536096835000000,1557536096835000000,1557536096835000000,1557536096835000000,1557536096835000000,0,0,0,188000000,188000000
1,25,78,1557268967797000000,1557268967797000000,1557268967797000000,1557268967797000000,1557268967797000000,1557268967797000000,0,0,0,267129226000000,267129226000000
2,0,1,1557536097023000000,1557536097023000000,1557536097023000000,1557536097023000000,1557536097023000000,1557536097023000000,0,0,0,0,0
3,79,0,1557536096872000000,1557536096872000000,1557536096872000000,1557536096872000000,1557536096872000000,1557536096872000000,0,0,0,151000000,151000000
4,129,130,1557242546718000000,1557242546718000000,1557242546718000000,1557242546718000000,1557242546718000000,1557242546718000000,0,0,0,-6060248000000,-6060248000000
5,17,129,1557242546712000000,1557242546712000000,1557242546712000000,1557242546712000000,1557242546712000000,1557242546712000000,0,0,0,-6060242000000,-6060242000000
6,47,132,1558029632045000000,1558029632045000000,1558029632045000000,1558029632045000000,1558029632045000000,1558029632045000000,0,0,0,-4630443000000,-4630443000000
7,56,133,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,1557866782755000000,0,0,0,-623415636000000,-623415636000000
8,123,134,1558043915002000000,1558043915002000000,1558043915002000000,1558043915002000000,1558043915002000000,1558043915002000000,0,0,0,-17806475000000,-17806475000000
9,78,136,1557436764478000000,1557436764478000000,1557436764478000000,1557436764478000000,1557436764478000000,1557436764478000000,0,0,0,-195339395000000,-195339395000000
10,78,140,1558108026070000000,1558108026070000000,1558108026070000000,1558108026070000000,1558108026070000000,1558108026070000000,0,0,0,-81917597000000,-81917597000000
11,78,150,1557240135285000000,1557240135285000000,1557240135285000000,1557240135285000000,1557240135285000000,1557240135285000000,0,0,0,-3381059000000,-3381059000000
12,78,151,1557850010681000000,1557850010681000000,1557850010681000000,1557850010681000000,1557850010681000000,1557850010681000000,0,0,0,-608585598000000,-608585598000000
13,78,154,1558029655566000000,1558029655566000000,1558029655566000000,1558029655566000000,1558029655566000000,1558029655566000000,0,0,0,-8845560000000,-8845560000000
