,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,4,1,1558024861177000000,1558024861177000000,1558024861177000000,1558024861177000000,1558024861177000000,1558024861177000000,0,0,0,-371000000,-371000000
1,0,2,1558024860806000000,1558024860806000000,1558024860806000000,1558024860806000000,1558024860806000000,1558024860806000000,0,0,0,0,0
2,4,3,1558024861063000000,1558024861063000000,1558024861063000000,1558024861063000000,1558024861063000000,1558024861063000000,0,0,0,-257000000,-257000000
3,2,4,1558024860896000000,1558024860896000000,1558024860896000000,1558024860896000000,1558024860896000000,1558024860896000000,0,0,0,-90000000,-90000000
4,6,5,1558024861203000000,1558024861203000000,1558024861203000000,1558024861203000000,1558024861203000000,1558024861203000000,0,0,0,-397000000,-397000000
5,4,6,1558024861182000000,1558024861182000000,1558024861182000000,1558024861182000000,1558024861182000000,1558024861182000000,0,0,0,-376000000,-376000000
6,9,7,1558024860932000000,1558024860932000000,1558024860932000000,1558024860932000000,1558024860932000000,1558024860932000000,0,0,0,-126000000,-126000000
7,4,8,1558024861178000000,1558024861178000000,1558024861178000000,1558024861178000000,1558024861178000000,1558024861178000000,0,0,0,-372000000,-372000000
8,4,9,1558024860918000000,1558024860918000000,1558024860918000000,1558024860918000000,1558024860918000000,1558024860918000000,0,0,0,-112000000,-112000000
9,222,0,1557952847671000000,1557952847671000000,1557952847671000000,1557952847671000000,1557952847671000000,1557952847671000000,0,0,0,72013135000000,72013135000000
