,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,19,5,0,0,0,0,0,0,3,0,0,0,0
1,20,5,0,0,0,0,0,0,3,0,0,0,0
2,21,5,0,0,0,0,0,0,3,0,0,0,0
3,22,5,0,0,0,0,0,0,3,0,0,0,0
4,23,5,0,0,0,0,0,0,3,0,0,0,0
5,24,5,0,0,0,0,0,0,3,0,0,0,0
6,25,5,0,0,0,0,0,0,3,0,0,0,0
7,26,5,0,0,0,0,0,0,3,0,0,0,0
8,27,5,0,0,0,0,0,0,3,0,0,0,0
9,31,5,0,0,0,0,0,0,3,0,0,0,0
10,32,5,0,0,0,0,0,0,3,0,0,0,0
11,33,5,0,0,0,0,0,0,3,0,0,0,0
12,34,5,0,0,0,0,0,0,3,0,0,0,0
13,35,5,0,0,0,0,0,0,3,0,0,0,0
14,36,5,0,0,0,0,0,0,3,0,0,0,0
15,37,5,0,0,0,0,0,0,3,0,0,0,0
16,45,5,0,0,0,0,0,0,3,0,0,0,0
17,47,6,0,0,0,0,0,0,3,0,0,0,0
18,51,0,0,0,0,0,0,0,3,0,0,0,0
