,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,2,16,1557270725844000000,1557270725844000000,1557270725844000000,1557270725844000000,1557270725844000000,1557270725844000000,0,0,0,164069910000000,164069910000000
1,0,1,1557434795754000000,1557434795754000000,1557434795754000000,1557434795754000000,1557434795754000000,1557434795754000000,0,0,0,0,0
2,18,0,1557434795373000000,1557434795373000000,1557434795373000000,1557434795373000000,1557434795373000000,1557434795373000000,0,0,0,381000000,381000000
3,2,8,1557320340746000000,1557320340746000000,1557320340746000000,1557320340746000000,1557320340746000000,1557320340746000000,0,0,0,114455008000000,114455008000000
4,17,18,1557434794073000000,1557434794073000000,1557434794073000000,1557434794073000000,1557434794073000000,1557434794073000000,0,0,0,1681000000,1681000000
5,5,28,1557324190501000000,1557324190501000000,1557324190501000000,1557324190501000000,1557324190501000000,1557324190501000000,0,0,0,89990908000000,89990908000000
6,5,29,1557239380349000000,1557239380349000000,1557239380349000000,1557239380349000000,1557239380349000000,1557239380349000000,0,0,0,-2636582000000,-2636582000000
7,5,30,1557763741604000000,1557763741604000000,1557763741604000000,1557763741604000000,1557763741604000000,1557763741604000000,0,0,0,-523744303000000,-523744303000000
8,38,39,1557240193804000000,1557240193804000000,1557240193804000000,1557240193804000000,1557240193804000000,1557240193804000000,0,0,0,-3448842000000,-3448842000000
9,5,38,1557240187998000000,1557240187998000000,1557240187998000000,1557240187998000000,1557240187998000000,1557240187998000000,0,0,0,-3443036000000,-3443036000000
10,5,40,1557739160435000000,1557739160435000000,1557739160435000000,1557739160435000000,1557739160435000000,1557739160435000000,0,0,0,-497735310000000,-497735310000000
11,41,42,1558029647498000000,1558029647498000000,1558029647498000000,1558029647498000000,1558029647498000000,1558029647498000000,0,0,0,-4645896000000,-4645896000000
12,5,41,1558029647480000000,1558029647480000000,1558029647480000000,1558029647480000000,1558029647480000000,1558029647480000000,0,0,0,-4645878000000,-4645878000000
13,5,43,1557838195613000000,1557838195613000000,1557838195613000000,1557838195613000000,1557838195613000000,1557838195613000000,0,0,0,-596770516000000,-596770516000000
14,5,44,1557237718839000000,1557237718839000000,1557237718839000000,1557237718839000000,1557237718839000000,1557237718839000000,0,0,0,0,0
15,5,46,1557739161860000000,1557739161860000000,1557739161860000000,1557739161860000000,1557739161860000000,1557739161860000000,0,0,0,-497736735000000,-497736735000000
16,15,48,1557758715814000000,1557758715814000000,1557758715814000000,1557758715814000000,1557758715814000000,1557758715814000000,0,0,0,-4508886000000,-4508886000000
17,8,49,1557439691255000000,1557439691255000000,1557439691255000000,1557439691255000000,1557439691255000000,1557439691255000000,0,0,0,231420822000000,231420822000000
18,18,50,1557242543911000000,1557242543911000000,1557242543911000000,1557242543911000000,1557242543911000000,1557242543911000000,0,0,0,0,0
19,0,52,1558127143277000000,1558127143277000000,1558127143277000000,1558127143277000000,1558127143277000000,1558127143277000000,0,0,0,-101034804000000,-101034804000000
20,0,53,1557240065872000000,1557240065872000000,1557240065872000000,1557240065872000000,1557240065872000000,1557240065872000000,0,0,0,-3311646000000,-3311646000000
