,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,19,3,0,0,0,0,0,0,3,0,0,0,0
1,20,3,0,0,0,0,0,0,3,0,0,0,0
2,21,3,0,0,0,0,0,0,3,0,0,0,0
3,29,6,0,0,0,0,0,0,3,0,0,0,0
4,30,6,0,0,0,0,0,0,3,0,0,0,0
5,31,6,0,0,0,0,0,0,3,0,0,0,0
6,34,10,0,0,0,0,0,0,3,0,0,0,0
7,35,10,0,0,0,0,0,0,3,0,0,0,0
8,36,11,0,0,0,0,0,0,3,0,0,0,0
9,37,11,0,0,0,0,0,0,3,0,0,0,0
10,38,11,0,0,0,0,0,0,3,0,0,0,0
11,39,13,0,0,0,0,0,0,3,0,0,0,0
12,42,8,0,0,0,0,0,0,3,0,0,0,0
13,43,8,0,0,0,0,0,0,3,0,0,0,0
14,44,8,0,0,0,0,0,0,3,0,0,0,0
15,46,8,0,0,0,0,0,0,3,0,0,0,0
16,47,8,0,0,0,0,0,0,3,0,0,0,0
17,48,8,0,0,0,0,0,0,3,0,0,0,0
