,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,12,138,1557321600233000000,1557321600233000000,1557321600233000000,1557321600233000000,1557321600233000000,1557321600233000000,0,0,0,95528049000000,95528049000000
1,12,23,1557328920035000000,1557328920035000000,1557328920035000000,1557328920035000000,1557328920035000000,1557328920035000000,0,0,0,88208247000000,88208247000000
2,121,94,1557417128070000000,1557417128070000000,1557417128070000000,1557417128070000000,1557417128070000000,1557417128070000000,0,0,0,212000000,212000000
3,12,40,1557403439416000000,1557403439416000000,1557403439416000000,1557403439416000000,1557403439416000000,1557403439416000000,0,0,0,13688866000000,13688866000000
4,12,54,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,1557403438762000000,0,0,0,13689520000000,13689520000000
5,12,43,1557403438771000000,1557403438771000000,1557403438771000000,1557403438771000000,1557403438771000000,1557403438771000000,0,0,0,13689511000000,13689511000000
6,99,77,1557435352120000000,1557435352120000000,1557435352120000000,1557435352120000000,1557435352120000000,1557435352120000000,0,0,0,-18223838000000,-18223838000000
7,99,1,1557443623678000000,1557443623678000000,1557443623678000000,1557443623678000000,1557443623678000000,1557443623678000000,0,0,0,-26495396000000,-26495396000000
8,99,2,1557432453630000000,1557432453630000000,1557432453630000000,1557432453630000000,1557432453630000000,1557432453630000000,0,0,0,-15325348000000,-15325348000000
9,99,3,1557424497920000000,1557424497920000000,1557424497920000000,1557424497920000000,1557424497920000000,1557424497920000000,0,0,0,-7369638000000,-7369638000000
10,12,59,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,1557402120966000000,0,0,0,15007316000000,15007316000000
11,99,4,1557435418508000000,1557435418508000000,1557435418508000000,1557435418508000000,1557435418508000000,1557435418508000000,0,0,0,-18290226000000,-18290226000000
12,99,5,1557423377899000000,1557423377899000000,1557423377899000000,1557423377899000000,1557423377899000000,1557423377899000000,0,0,0,-6249617000000,-6249617000000
13,99,7,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,0,0,0,-969000000,-969000000
14,12,52,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,1557402120099000000,0,0,0,15008183000000,15008183000000
15,99,81,1557443623377000000,1557443623377000000,1557443623377000000,1557443623377000000,1557443623377000000,1557443623377000000,0,0,0,-26495095000000,-26495095000000
16,99,82,1557436211599000000,1557436211599000000,1557436211599000000,1557436211599000000,1557436211599000000,1557436211599000000,0,0,0,-19083317000000,-19083317000000
17,99,0,1557438571832000000,1557438571832000000,1557438571832000000,1557438571832000000,1557438571832000000,1557438571832000000,0,0,0,-21443550000000,-21443550000000
18,99,83,1557437210293000000,1557437210293000000,1557437210293000000,1557437210293000000,1557437210293000000,1557437210293000000,0,0,0,-20082011000000,-20082011000000
19,12,56,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,1557408856148000000,0,0,0,8272134000000,8272134000000
20,12,73,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,1557402120022000000,0,0,0,15008260000000,15008260000000
21,12,114,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,1557394800009000000,0,0,0,22328273000000,22328273000000
22,99,85,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,1557417129251000000,0,0,0,-969000000,-969000000
23,99,108,1557423749399000000,1557423749399000000,1557423749399000000,1557423749399000000,1557423749399000000,1557423749399000000,0,0,0,-6621117000000,-6621117000000
