,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,400,97,1557662695711000000,1557662695711000000,1557662695711000000,1557662695711000000,1557662695711000000,1557662695711000000,0,0,0,277962319000000,277962319000000
1,400,325,1557760921217000000,1557760921217000000,1557760921217000000,1557760921217000000,1557760921217000000,1557760921217000000,0,0,0,179736813000000,179736813000000
2,400,329,1557609254274000000,1557609254274000000,1557609254274000000,1557609254274000000,1557609254274000000,1557609254274000000,0,0,0,331403756000000,331403756000000
3,4,1,1557940658177000000,1557940658177000000,1557940658177000000,1557940658177000000,1557940658177000000,1557940658177000000,0,0,0,-147000000,-147000000
4,0,2,1557940658030000000,1557940658030000000,1557940658030000000,1557940658030000000,1557940658030000000,1557940658030000000,0,0,0,0,0
5,4,3,1557940658170000000,1557940658170000000,1557940658170000000,1557940658170000000,1557940658170000000,1557940658170000000,0,0,0,-140000000,-140000000
6,2,4,1557940658157000000,1557940658157000000,1557940658157000000,1557940658157000000,1557940658157000000,1557940658157000000,0,0,0,-127000000,-127000000
7,8,5,1557940658459000000,1557940658459000000,1557940658459000000,1557940658459000000,1557940658459000000,1557940658459000000,0,0,0,-429000000,-429000000
8,2,6,1557940876159000000,1557940876159000000,1557940876159000000,1557940876159000000,1557940876159000000,1557940876159000000,0,0,0,-218129000000,-218129000000
9,1,7,1557940658200000000,1557940658200000000,1557940658200000000,1557940658200000000,1557940658200000000,1557940658200000000,0,0,0,-170000000,-170000000
10,2,8,1557940658421000000,1557940658421000000,1557940658421000000,1557940658421000000,1557940658421000000,1557940658421000000,0,0,0,-391000000,-391000000
11,7,9,1557940658202000000,1557940658202000000,1557940658202000000,1557940658202000000,1557940658202000000,1557940658202000000,0,0,0,-172000000,-172000000
12,4,308,1557940658164000000,1557940658164000000,1557940658164000000,1557940658164000000,1557940658164000000,1557940658164000000,0,0,0,-134000000,-134000000
13,400,335,1557700595342000000,1557700595342000000,1557700595342000000,1557700595342000000,1557700595342000000,1557700595342000000,0,0,0,240062688000000,240062688000000
14,401,0,1557940657933000000,1557940657933000000,1557940657933000000,1557940657933000000,1557940657933000000,1557940657933000000,0,0,0,97000000,97000000
15,314,401,1557890714587000000,1557890714587000000,1557890714587000000,1557890714587000000,1557890714587000000,1557890714587000000,0,0,0,49943443000000,49943443000000
