,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,11,24,1557890628952000000,1557890628952000000,1557890628952000000,1557890628952000000,1557890628952000000,1557890628952000000,3,0,3,228395116000000,228395116000000
1,0,29,1557890628951000000,1557890628951000000,1557890628951000000,1557890628951000000,1557890628951000000,1557890628951000000,3,0,3,228395117000000,228395117000000
2,1,52,1558117636384000000,1558117636384000000,1558117636384000000,1558117636384000000,1558117636384000000,1558117636384000000,3,0,3,1387684000000,1387684000000
3,3,29,1557890384233000000,1557890384233000000,1557890384233000000,1557890384233000000,1557890384233000000,1557890384233000000,3,0,3,228639835000000,228639835000000
4,5,137,1557940367271000000,1557940367271000000,1557940367271000000,1557940367271000000,1557940367271000000,1557940367271000000,3,0,3,178656797000000,178656797000000
5,4,29,1557265068608000000,1557265068608000000,1557265068608000000,1557265068608000000,1557265068608000000,1557265068608000000,3,0,3,853955460000000,853955460000000
6,6,138,1557940367019000000,1557940367019000000,1557940367019000000,1557940367019000000,1557940367019000000,1557940367019000000,3,0,3,178657049000000,178657049000000
7,7,155,1557890942174000000,1557890942174000000,1557890942174000000,1557890942174000000,1557890942174000000,1557890942174000000,3,0,3,228081894000000,228081894000000
8,9,156,1557890941852000000,1557890941852000000,1557890941852000000,1557890941852000000,1557890941852000000,1557890941852000000,3,0,3,228082216000000,228082216000000
9,10,156,1557890628955000000,1557890628955000000,1557890628955000000,1557890628955000000,1557890628955000000,1557890628955000000,3,0,3,228395113000000,228395113000000
