,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,21,16,0,0,0,0,0,0,3,0,0,0,0
1,22,16,0,0,0,0,0,0,3,0,0,0,0
2,23,16,0,0,0,0,0,0,3,0,0,0,0
3,24,16,0,0,0,0,0,0,3,0,0,0,0
4,28,0,0,0,0,0,0,0,3,0,0,0,0
5,30,1,0,0,0,0,0,0,3,0,0,0,0
6,31,1,0,0,0,0,0,0,3,0,0,0,0
7,32,1,0,0,0,0,0,0,3,0,0,0,0
8,33,1,0,0,0,0,0,0,3,0,0,0,0
9,34,1,0,0,0,0,0,0,3,0,0,0,0
10,35,1,0,0,0,0,0,0,3,0,0,0,0
11,37,5,0,0,0,0,0,0,3,0,0,0,0
12,42,5,0,0,0,0,0,0,3,0,0,0,0
13,43,5,0,0,0,0,0,0,3,0,0,0,0
14,45,7,0,0,0,0,0,0,3,0,0,0,0
15,46,7,0,0,0,0,0,0,3,0,0,0,0
16,47,8,0,0,0,0,0,0,3,0,0,0,0
17,48,10,0,0,0,0,0,0,3,0,0,0,0
18,49,11,0,0,0,0,0,0,3,0,0,0,0
19,50,11,0,0,0,0,0,0,3,0,0,0,0
20,51,2,0,0,0,0,0,0,3,0,0,0,0
21,52,2,0,0,0,0,0,0,3,0,0,0,0
22,54,2,0,0,0,0,0,0,3,0,0,0,0
23,55,2,0,0,0,0,0,0,3,0,0,0,0
24,56,2,0,0,0,0,0,0,3,0,0,0,0
25,58,2,0,0,0,0,0,0,3,0,0,0,0
26,60,14,0,0,0,0,0,0,3,0,0,0,0
27,62,14,0,0,0,0,0,0,3,0,0,0,0
28,63,14,0,0,0,0,0,0,3,0,0,0,0
29,64,14,0,0,0,0,0,0,3,0,0,0,0
30,65,14,0,0,0,0,0,0,3,0,0,0,0
31,66,14,0,0,0,0,0,0,3,0,0,0,0
32,68,14,0,0,0,0,0,0,3,0,0,0,0
