,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,0,1,1557435093930000000,1557435093930000000,1557435093930000000,1557435093930000000,1557435093930000000,1557435093930000000,0,0,0,0,0
1,98,0,1557435092087000000,1557435092087000000,1557435092087000000,1557435092087000000,1557435092087000000,1557435092087000000,0,0,0,1843000000,1843000000
2,99,98,1557435090785000000,1557435090785000000,1557435090785000000,1557435090785000000,1557435090785000000,1557435090785000000,0,0,0,3145000000,3145000000
3,34,134,1557739160886000000,1557739160886000000,1557739160886000000,1557739160886000000,1557739160886000000,1557739160886000000,0,0,0,-497735761000000,-497735761000000
4,59,141,1557247683325000000,1557247683325000000,1557247683325000000,1557247683325000000,1557247683325000000,1557247683325000000,0,0,0,-2154000000,-2154000000
5,59,143,1557240924161000000,1557240924161000000,1557240924161000000,1557240924161000000,1557240924161000000,1557240924161000000,0,0,0,-926860000000,-926860000000
6,59,149,1558029629720000000,1558029629720000000,1558029629720000000,1558029629720000000,1558029629720000000,1558029629720000000,0,0,0,-8819714000000,-8819714000000
7,59,150,1557441601047000000,1557441601047000000,1557441601047000000,1557441601047000000,1557441601047000000,1557441601047000000,0,0,0,-200175922000000,-200175922000000
8,59,151,1557241149414000000,1557241149414000000,1557241149414000000,1557241149414000000,1557241149414000000,1557241149414000000,0,0,0,0,0
9,74,152,1557766381194000000,1557766381194000000,1557766381194000000,1557766381194000000,1557766381194000000,1557766381194000000,0,0,0,-529626945000000,-529626945000000
10,74,153,1558126777847000000,1558126777847000000,1558126777847000000,1558126777847000000,1558126777847000000,1558126777847000000,0,0,0,-100669320000000,-100669320000000
11,92,157,1558022855486000000,1558022855486000000,1558022855486000000,1558022855486000000,1558022855486000000,1558022855486000000,0,0,0,-2045464000000,-2045464000000
12,117,158,1557761757827000000,1557761757827000000,1557761757827000000,1557761757827000000,1557761757827000000,1557761757827000000,0,0,0,-521760526000000,-521760526000000
13,0,162,1557952688989000000,1557952688989000000,1557952688989000000,1557952688989000000,1557952688989000000,1557952688989000000,0,0,0,-712691688000000,-712691688000000
