,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,138,41,0,0,0,0,0,0,3,0,0,0,0
1,142,100,0,0,0,0,0,0,3,0,0,0,0
2,143,106,0,0,0,0,0,0,3,0,0,0,0
3,144,57,0,0,0,0,0,0,3,0,0,0,0
4,145,57,0,0,0,0,0,0,3,0,0,0,0
5,147,59,0,0,0,0,0,0,3,0,0,0,0
6,148,59,0,0,0,0,0,0,3,0,0,0,0
7,149,59,0,0,0,0,0,0,3,0,0,0,0
8,152,59,0,0,0,0,0,0,3,0,0,0,0
9,153,59,0,0,0,0,0,0,3,0,0,0,0
10,154,59,0,0,0,0,0,0,3,0,0,0,0
11,155,59,0,0,0,0,0,0,3,0,0,0,0
12,156,59,0,0,0,0,0,0,3,0,0,0,0
13,158,59,0,0,0,0,0,0,3,0,0,0,0
14,159,59,0,0,0,0,0,0,3,0,0,0,0
15,160,59,0,0,0,0,0,0,3,0,0,0,0
16,162,59,0,0,0,0,0,0,3,0,0,0,0
17,164,59,0,0,0,0,0,0,3,0,0,0,0
18,165,59,0,0,0,0,0,0,3,0,0,0,0
19,168,59,0,0,0,0,0,0,3,0,0,0,0
20,171,97,0,0,0,0,0,0,3,0,0,0,0
21,172,97,0,0,0,0,0,0,3,0,0,0,0
22,173,97,0,0,0,0,0,0,3,0,0,0,0
23,174,97,0,0,0,0,0,0,3,0,0,0,0
