,u,v,EVENT_START,EVENT_END,TIME_START,TIME_END,EVENT_START_STR,EVENT_END_STR,_label,IS_ALERT,OPTYPE,REL_TIME_START,REL_TIME_END
0,163,120,1558112425920000000,1558112425920000000,1558112425920000000,1558112425920000000,1558112425920000000,1558112425920000000,0,0,0,1703000000,1703000000
1,231,28,1558052680181000000,1558052680181000000,1558052680181000000,1558052680181000000,1558052680181000000,1558052680181000000,0,0,0,59747442000000,59747442000000
2,0,1,1558112427623000000,1558112427623000000,1558112427623000000,1558112427623000000,1558112427623000000,1558112427623000000,0,0,0,0,0
3,120,0,1558112426907000000,1558112426907000000,1558112426907000000,1558112426907000000,1558112426907000000,1558112426907000000,0,0,0,716000000,716000000
4,43,257,1557238844669000000,1557238844669000000,1557238844669000000,1557238844669000000,1557238844669000000,1557238844669000000,0,0,0,-1123398000000,-1123398000000
5,46,258,1557340871789000000,1557340871789000000,1557340871789000000,1557340871789000000,1557340871789000000,1557340871789000000,0,0,0,-104117563000000,-104117563000000
6,58,260,1557766212189000000,1557766212189000000,1557766212189000000,1557766212189000000,1557766212189000000,1557766212189000000,0,0,0,-526214888000000,-526214888000000
7,62,261,1557675667640000000,1557675667640000000,1557675667640000000,1557675667640000000,1557675667640000000,1557675667640000000,0,0,0,-434242543000000,-434242543000000
8,75,263,1557534387322000000,1557534387322000000,1557534387322000000,1557534387322000000,1557534387322000000,1557534387322000000,0,0,0,-297633073000000,-297633073000000
9,113,266,1557837731512000000,1557837731512000000,1557837731512000000,1557837731512000000,1557837731512000000,1557837731512000000,0,0,0,-83524584000000,-83524584000000
10,153,272,1557245497096000000,1557245497096000000,1557245497096000000,1557245497096000000,1557245497096000000,1557245497096000000,0,0,0,-4071065000000,-4071065000000
11,207,281,1558029960136000000,1558029960136000000,1558029960136000000,1558029960136000000,1558029960136000000,1558029960136000000,0,0,0,-3851663000000,-3851663000000
12,0,287,1558029631998000000,1558029631998000000,1558029631998000000,1558029631998000000,1558029631998000000,1558029631998000000,0,0,0,-8821976000000,-8821976000000
13,0,288,1557598254910000000,1557598254910000000,1557598254910000000,1557598254910000000,1557598254910000000,1557598254910000000,0,0,0,-356829827000000,-356829827000000
14,0,289,1557739160202000000,1557739160202000000,1557739160202000000,1557739160202000000,1557739160202000000,1557739160202000000,0,0,0,-497735077000000,-497735077000000
15,0,291,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,1557773112281000000,0,0,0,-531687184000000,-531687184000000
